Grade,Customer,Part_aplication,Qty-Product,Injection(Ton),Resin_plastic,Texture-Product,Cavity.Material,Core.Material,Slide-System,Lift-Core-System,Mold-Design.Type,HOT-RUNNER,Mold/Base_Order-Company,Weight(KG),Price-Rp,Status
3,AUTOPLASTIK,Car,2,600,PP,NO,S55C,S55C,NO,NO,2P H/R OPEN,YUDO,BUMHAN(KOREA),3742,655200000,Mahal
3,EPSON,Printer,1,350,ABS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),868,348600000,Mahal
3,EPSON,Printer,1,350,HIPS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),516,278600000,Murah
3,NISSHO,Car,8,110,POM,NO,SKD61,SKD61,YES,NO,"3P
PIN",NOTYET,GAYA,492,341600000,Mahal
1,YAMAHA,Piano,4,30,ABS,NO,NAK80,HP4M,NO,NO, 2P OVERLAP,NOTYET,GAYA,48,79800000,Murah
5,TENMA,Car,1,850,HI-PS BLACK,NO,NAK80,PX5,NO,YES,"3P
PIN",NOTYET,BUMHAN(KOREA),4502,1215200000,Mahal
5,TENMA,Car,1,850,HI-PS BLACK,YES,NAK80,PX5,YES,NO,"3P
PIN",NOTYET,BUMHAN(KOREA),5484,1352400000,Mahal
4,AUTOPLASTIK,Car,1,450,PP,NO,S55C,S55C,YES,NO,2P H/R,YUDO,GAYA,1888,739200000,Mahal
3,IKPI,WaterMeter,4,50,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,SURYAMAS,82,169400000,Mahal
3,IKPI,WaterMeter,4,50,POM,NO,SKD61,SKD61,YES,NO,3P PIN GATE,NOTYET,SURYAMAS,98,170240000,Mahal
3,IKPI,WaterMeter,4,50,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,SURYAMAS,82,169400000,Mahal
3,EPSON,Printer,1,260,ABS TOYOLAC 500-32,NO,NAK80,HP4M,NO,YES,3P PIN GATE,NOTYET,SURYAMAS,766,351400000,Mahal
3,EPSON,Printer,1,260,ABS TOYOLAC 500-32,NO,NAK80,HP4M,NO,YES,3P PIN GATE,NOTYET,SURYAMAS,764,375200000,Mahal
3,EPSON,Printer,1,120,ABS TOYOLAC 500-32,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,278,375200000,Mahal
3,EPSON,Printer,1,120,ABS TOYOLAC 500-32,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,444,266000000,Mahal
4,AUTOPLASTIK,Car,4,550,PP,YES,NAK80,NAK80,YES,NO,2P H/R VALVE,YUDO,BUMHAN(KOREA),2650,733600000,Mahal
3,AUTOPLASTIK,Car,2,600,TSOP-7,YES,S55C,S55C,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),3010,552104000,Murah
3,YAMAHA,Piano,1,180,PS,YES,NAK80,HP4M,YES,NO, 2P OVERLAP,NOTYET,SURYAMAS,462,179200000,Murah
2,YAMAHA,Piano,1,160,ABS,YES,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,SURYAMAS,568,292600000,Mahal
3,CPM,Car,1,260,PP-GF30,NO,SKD61,SKD61,YES,YES,2P H/R,YUDO,SURYAMAS,1478,618800000,Mahal
3,EDC,MotorCycle,2,350,ASA,YES,P20,S55C,YES,YES,2P HR OPEN 1,YUDO,GAYA,798,329000000,Murah
3,EDC,MotorCycle,2,350,PMMA,NO,STAVAX,NAK80,YES,YES,2P HR OPEN 1,YUDO,BUMHAN(KOREA),1906,511000000,Mahal
3,EDC,MotorCycle,2,650,PP TD20,NO,P20,S55C,NO,NO,2P HR OPEN 1,YUDO,BUMHAN(KOREA),2100,611268000,Murah
4,EDC,MotorCycle,2,650,PP+TD20,NO,S55C,S55C,NO,NO,2P HR VALVE 5,YUDO,BUMHAN(KOREA),2844,1069600000,Mahal
2,IKPI,Printer,1,75,PP,NO,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,158,157640000,Mahal
3,IKPI,Car,1,100,ABS,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,318,221480000,Mahal
3,IKPI,Car,1,100,ABS,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,302,222600000,Mahal
3,TENMA ,Car,1,250,PC,NO,NAK80,NAK80,YES,YES,2P SIDE GATE,NOTYET,GAYA,428,284200000,Mahal
4,ICHIKOH,Car,4,650,PBT-1M,NO,2738,2738,YES,NO,2P H/R,YUDO,BUMHAN(KOREA),4430,1414000000,Mahal
4,ICHIKOH,Car,4,650,PBT-1M,NO,2738,2738,YES,NO,4P H/R,YUDO,BUMHAN(KOREA),3860,1013600000,Mahal
4,ICHIKOH,Car,4,220,PBT-1M,YES,2738,2738,YES,NO,2P H/R,YUDO,BUMHAN(KOREA),1120,518000000,Mahal
3,ICHIKOH,Car,4,220,PC,NO,2738,2738,YES,NO,2P COLD GATE,NOTYET,SURYAMAS,524,189000000,Murah
4,ICHIKOH,Car,4,350,ABS-2A,NO,HPM7,HPM7,YES,NO,2P H/R,YUDO,BUMHAN(KOREA),1558,496902000,Mahal
4,ICHIKOH,Car,2,350,ABS-2A,NO,2738,2738,YES,NO,2P H/R,YUDO,BUMHAN(KOREA),2115,491218000,Mahal
5,ICHIKOH,Car,2,850,PP-2C FG0,NO,2738,2738,YES,NO,2P H/R,YUDO,BUMHAN(KOREA),9750,1707216000,Mahal
3,TAEKYUNG,Wireless,4,80,PC,YES,NAK80,HP4M,NO,YES,2P SIDE GATE,NOTYET,GAYA,140,228200000,Murah
3,TAEKYUNG,Wireless,4,50,PC,NO,NAK80,HP4M,YES,YES,"3P
PIN",NOTYET,SURYAMAS,280,285600000,Mahal
2,TAEKYUNG,Wireless,4,50,PC,NO,NAK80,HP4M,NO,NO,2P THUNNEL ,NOTYET,GAYA,60,120400000,Murah
2,TAEKYUNG,Wireless,4,50,PC,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,112,77000000,Murah
3,TAEKYUNG,Wireless,2,100,PC,YES,NAK80,HP4M,YES,YES,"3P
PIN",NOTYET,SURYAMAS,566,378000000,Mahal
3,TAEKYUNG,Wireless,2,80,PC,YES,NAK80,HP4M,NO,YES,2P SIDE GATE,NOTYET,GAYA,260,266000000,Mahal
1,TAEKYUNG,Wireless,4,50,PC,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,64,84000000,Murah
4,TENMA,Car,2,650,PP-TD20,NO,HP4M,HP4M,YES,YES,2P H/R,YUDO,BUMHAN(KOREA),6500,1157800000,Mahal
3,AUTOPLASTIK,Car,2,250,HPP-EX8 ,NO,HP4M ,S55C,NO,NO,2P JUMP GATE ,NOTYET,SURYAMAS,1160,446600000,Murah
2,YAMAHA,Piano,8,30,ABS,NO,HP4M  (Ni-Cr),HP4M,NO,NO,2P OVERLAP GATE,NOTYET,GAYA,108,214200000,Mahal
3,YAMAHA,Piano,2,450,ABS,YES,NAK80,PX5,YES,NO,"3P
PIN",NOTYET,SURYAMAS,1600,445200000,Murah
4,ICHIKOH,Car,2,350,MMA,YES,2738,2738,YES,NO,6P H/R,YUDO,BUMHAN(KOREA),2533,971600000,Mahal
3,ICHIKOH,Car,4,220,PC,YES,2738,2738,NO,NO,2P SIDE GATE,NOTYET,GAYA,360,208600000,Murah
3,ICHIKOH,Car,4,350,PMMA-3A,NO,2738,2738,YES,NO,1P H/R,YUDO,BUMHAN(KOREA),1544,532000000,Mahal
4,IKPI,PanelMeter,1,180,PC+GF30%,NO,SKD61,SKD61,YES,NO,2P HR VALVE 2P,YUDO,BUMHAN(KOREA),816,420000000,Mahal
2,IKPI,PanelMeter,2,75,PC CLEAR,NO,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,GAYA,248,179200000,Mahal
2,IKPI,PanelMeter,4,75,PC+GF10%,NO,SKD61,SKD61,NO,YES,2P SUBMARINE,NOTYET,GAYA,258,168000000,Mahal
2,IKPI,PanelMeter,4,50,POM,NO,SKD61,SKD61,YES,NO,2P SUBMARINE,NOTYET,GAYA,150,141400000,Mahal
3,AUTOPLASTIK,Car,2,210,PP-TD10,YES,S55C,S55C,NO,NO,2P SIDE GATE,NOTYET,GAYA,954,338800000,Murah
2,YAMAHA,Piano,2,50,ABS,NO,CENA-1,HP4MA-HH,NO,NO,2P SIDE GATE,NOTYET,GAYA,190,154000000,Mahal
3,YAMAHA,Piano,1,180,ABS,NO,CENA-1,HP4MA-HH,NO,YES,"3P
PIN",NOTYET,SURYAMAS,710,338800000,Mahal
3,YAMAHA,Piano,1,180,ABS,NO,CENA-1,HP4MA-HH,NO,YES,"3P
PIN",NOTYET,SURYAMAS,715,338800000,Mahal
2,TENMA,Camera,1,80,PC,YES,STAVAX,STAVAX,YES,NO,"3P
PIN",NOTYET,GAYA,158,204400000,Mahal
3,TENMA,Camera,1,80,PC,YES,STAVAX,STAVAX,YES,YES,2P SUBMARINE,NOTYET,GAYA,140,203000000,Mahal
1,TENMA,Camera,2,30,PC,YES,NAK80,NAK80,NO,NO,"3P
PIN",NOTYET,GAYA,75,126000000,Mahal
1,TENMA,Camera,2,30,PC,YES,NAK80,NAK80,NO,NO, 2P OVERLAP,NOTYET,GAYA,60,131600000,Mahal
3,TENMA,Camera,1,50,PC,NO,NAK80,NAK80,NO,NO,2P SUBMARINE,NOTYET,GAYA,85,106400000,Murah
2,TENMA,Camera,1,50,PC,YES,NAK80,NAK80,YES,YES,"3P
PIN",NOTYET,GAYA,98,117600000,Mahal
2,TENMA,Camera,1,50,PC,YES,NAK80,NAK80,YES,YES,"3P
PIN",NOTYET,GAYA,96,117600000,Mahal
1,TENMA,Camera,1,50,PC,YES,NAK80,NAK80,NO,NO,"3P
PIN",NOTYET,GAYA,72,85400000,Murah
3,TENMA,Camera,1,50,PC,YES,STAVAX,STAVAX,YES,YES,"3P
PIN",NOTYET,GAYA,106,239400000,Mahal
2,TENMA,Camera,1,50,PC,NO,STAVAX,STAVAX,NO,NO,"3P
PIN",NOTYET,GAYA,96,133000000,Mahal
5,ICHIKOH,Car,2,850,PP-2C-FG0,NO,2738,2738,YES,NO,4P H/R,YUDO,BUMHAN(KOREA),12043,2464784000,Mahal
3,EPSON,Printer,2,180,ABS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,SURYAMAS,394,285600000,Mahal
4,EPSON,Printer,2,650,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),2734,961800000,Mahal
1,SMI,TV-Monitor,8,120,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE TUNNEL,NOTYET,GAYA,190,112434000,Murah
1,SMI,TV-Monitor,8,120,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE TUNNEL,NOTYET,GAYA,190,112434000,Murah
3,SEKISUI TECHNO,Car,1,160,PA6-GF30,NO,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,548,256200000,Mahal
2,SEKISUI TECHNO,Car,2,80,PP,NO,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,320,191800000,Mahal
2,AUTOPLASTIK,Car,2,80,TPO,NO,P20,S50C,NO,YES,2P SIDE GATE,NOTYET,GAYA,327,186200000,Murah
3,AUTOPLASTIK,Car,2,850,TPO,NO,S55C,S55C,YES,YES,2P HR VALVE 2P,YUDO,BUMHAN(KOREA),8300,1110200000,Murah
3,AUTOPLASTIK,Car,2,650,TPO,NO,S55C,S55C,YES,YES,2P HR VALVE 2P,YUDO,BUMHAN(KOREA),3700,830200000,Mahal
3,EPSON,Printer,1,180,ABS,YES,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,GAYA,568,317800000,Mahal
3,EPSON,Printer,1,180,ABS,YES,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,544,317800000,Mahal
2,YEMI,Speaker,1,50,PP,NO,HP4M ,HP4,NO,NO,"3P
PIN ",NOTYET,SURYAMAS,502,249900000,Mahal
2,YEMI,Speaker,2,125,ABS,YES,HP4M,HP4,NO,NO,3P PIN GATE,NOTYET,GAYA,80,155680000,Murah
2,YEMI,Speaker,1,350,PP,YES,HP4M,HP4,NO,NO,3P PIN GATE,NOTYET,SURYAMAS,526,225652000,Murah
3,EPSON,Printer,1,180,ABS,YES,NAK80,HP4M,NO,NO,2P SIDE,NOTYET,GAYA,475,180600000,Murah
3,EPSON,Printer,1,260,ABS,YES,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,606,343000000,Mahal
3,EPSON,Printer,1,450,ABS,YES,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,SURYAMAS,1462,453600000,Mahal
2,EPSON,Printer,1,80,ABS,YES,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,GAYA,64,144200000,Mahal
3,EPSON,Printer,1,80,ABS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,316,204400000,Mahal
3,EPSON,Printer,1,80,ABS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,316,204400000,Mahal
3,EPSON,Printer,1,550,ABS,YES,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,1634,614600000,Mahal
3,EPSON,Printer,2,120,ABS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,234,165200000,Murah
3,EPSON,Printer,1,850,ABS,YES,NAK80,HP4M,YES,YES,"3P
PIN",NOTYET,BUMHAN(KOREA),2158,911400000,Mahal
3,EPSON,Printer,2,350,ABS,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1182,558600000,Murah
3,EPSON,Printer,1,80,ABS,YES,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,338,198800000,Murah
4,EPSON,Printer,1,550,ABS,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,SURYAMAS,2800,977200000,Mahal
4,EPSON,Printer,1,450,ABS,YES,NAK80,HP4M,YES,YES,2P SIDE,NOTYET,BUMHAN(KOREA),1664,613200000,Murah
3,EPSON,Printer,1,450,ABS,YES,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,1080,358400000,Murah
3,EPSON,Printer,1,180,ABS,YES,NAK80,HP4M,YES,NO,"3P
PIN",NOTYET,GAYA,446,295400000,Mahal
2,EPSON,Printer,1,80,ABS,YES,NAK80,HP4M,YES,NO,"3P
PIN",NOTYET,GAYA,290,166600000,Mahal
3,EPSON,Printer,1,260,ABS,YES,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,1176,323400000,Mahal
3,EPSON,Printer,1,260,HIPS,YES,NAK80,HP4M,NO,NO,"3P
PIN",NOTYET,GAYA,1464,389200000,Mahal
2,EPSON,Printer,1,80,HIPS,YES,NAK80,HP4M,NO,NO,2P SIDE,NOTYET,GAYA,296,175000000,Mahal
2,EPSON,Printer,1,180,PP,YES,NAK80,HP4M,NO,NO,2P SIDE,NOTYET,GAYA,536,247800000,Mahal
2,EPSON,Printer,4,180,HIPS,NO,NAK80,HP4M,YES,NO,2P SUBMARINE,NOTYET,GAYA,398,329000000,Mahal
3,EPSON,Printer,2,350,HIPS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),893,516600000,Murah
3,EPSON,Printer,2,350,HIPS,NO,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,BUMHAN(KOREA),892,445200000,Murah
1,EPSON,Printer,4,120,HIPS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,SURYAMAS,892,152600000,Murah
2,EPSON,Printer,4,50,POM,NO,SKD61,SKD61,YES,NO,3P PIN GATE,NOTYET,SURYAMAS,204,131600000,Mahal
2,AUTOPLASTIK,Car,2,60,PA66,NO,SKD61,SKD61,YES,NO,3P PIN GATE,NOTYET,SURYAMAS,152,197400000,Mahal
2,AUTOPLASTIK,Car,2,60,PA66,NO,SKD61,SKD61,YES,NO,3P PIN GATE,NOTYET,SURYAMAS,152,196000000,Mahal
3,TENMA,Car,2,650,PP-TD20,NO,HP4M,HP4M,YES,NO,2P HR,YUDO,BUMHAN(KOREA),5200,1099000000,Mahal
2,TENMA,Car,2,350,PP-TD20,NO,HP4M,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,616,327600000,Mahal
3,EPSON,Printer,1,350,PSHI,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),664,350000000,Mahal
